star_name,n_spectra,n_single,n_echelle_orders,ra_deg,dec_deg,mjd_min,mjd_max,median_snr,amateur_frac,time_span_days,split
HD57386,35,6,29,110.17909942,-8.42102679,54916.92787615741,60649.30298611111,172.81717645140517,1.0,5732.4,train
HD57393,1,1,0,110.0245438,-24.0855164,59301.82404513889,59301.82404513889,835.7103354377492,1.0,0.0,train
HD57551,3,3,0,109.99742724,-40.49488922,56300.49821759259,59619.261116898146,342.5873974424536,1.0,3318.8,validation
HD57682,1052,169,883,110.50856248,-8.97937945,54786.14381365741,60964.18398174769,262.955356637111,0.9980988593155894,6178.0,test
HD57775,2,2,0,110.6034596,-10.8226242,58549.843547453704,58928.86009259259,753.4157576384669,1.0,379.0,train
HD57910,2,2,0,110.6188361,-23.02559912,59259.84832754629,59619.10412615741,603.4520736819044,1.0,359.3,train
HD58127,111,2,109,110.90726634,-14.10017284,55982.92722106481,60781.11248263889,163.76293587636923,1.0,4798.2,validation
HD59197,60,2,58,111.74769068,-41.62909252,56307.49033564815,60757.221087962964,146.5459340130529,1.0,4449.7,train
HD59281,59,1,58,112.05139112,-27.39966961,59276.840995370374,60773.14860532407,143.12916898888727,1.0,1496.3,train
HD59498,116,2,114,112.34490487,-21.86921623,56729.864733859955,60782.127355324075,141.10932706335032,1.0,4052.3,train
HD60220,1,1,0,113.08367,-27.89933,59263.801157407404,59263.801157407404,669.1170339875147,1.0,0.0,validation
HD60260,2,2,0,113.2968517,-11.6117275,54883.94520833333,57438.871487268516,1600.015468474908,1.0,2554.9,train
HD60307,62,4,58,113.3276137,-13.1182792,56743.87010995371,60792.08726851852,95.1021888933578,1.0,4048.2,test
HD60606,32,3,29,113.46268225,-36.33839196,56297.03596064815,60282.17509837963,354.092565076027,1.0,3985.1,validation
HD60669,2,2,0,113.462005,-40.9299461,56309.462488425925,56661.445376157404,342.28296650898767,1.0,352.0,train
HD60794,61,3,58,113.5286033,-46.6438014,56310.486134259256,60758.212013888886,96.68105193702122,1.0,4447.7,train
HD60848,625,286,339,114.27388616,16.90424867,53331.195385416206,60710.768836793985,227.3750455619023,0.8912,7379.6,train
HD61025,117,1,116,114.07548131,-24.60980842,56751.80233796296,60784.12694444445,157.85605345497473,1.0,4032.3,train
HD61205,3,3,0,114.4283733,-12.7593169,54883.96019675926,59233.93628472222,760.0796999316175,1.0,4350.0,train
HD61224,161,11,150,114.41167112,-14.44076261,54875.93605902778,60800.07111689815,124.51402889526872,1.0,5924.1,test
HD61355,30,1,29,114.3697129,-32.3965311,56662.458090277774,60670.13743055556,80.42846287657892,1.0,4007.7,train
HD62367,116,16,100,115.88386264,-4.68065979,54849.00101273148,60658.300596064815,118.54245610846196,1.0,5809.3,train
HD62532,52,2,50,115.9389125,-17.9462028,55941.00121527778,60662.288177083334,56.48429431549684,1.0,4721.3,train
HD62533,2,2,0,115.9461029,-18.0119878,58927.87640625,59619.06880208333,551.6568966953394,1.0,691.2,validation
HD62729,33,4,29,116.21981727,-16.12223351,55691.83366319445,60708.34807291667,153.94197212184173,1.0,5016.5,train
HD628,4,4,0,2.68809965,58.01830799,60281.186631944445,60936.19106362268,241.928001450851,1.0,655.0,train
HD62894,2,2,0,116.0648204,-43.01783,56310.501747685186,56662.470850694444,354.00960682108985,1.0,352.0,train
HD62959,1,1,0,116.2976712,-30.7220822,56668.466961805556,56668.466961805556,377.6368542879732,1.0,0.0,train
HD63150,59,1,58,116.4797304,-36.4981342,56687.46181134259,60774.181180555555,108.76145050475193,1.0,4086.7,train
HD63423,118,2,116,116.89748548,-30.54862866,56328.45412037037,60789.1253125,187.69060475677918,1.0,4460.7,train
HD6343,243,27,216,16.4707508,65.9710533,52139.08494212963,60947.008061342596,128.74567985150617,0.9917695473251029,8807.9,train
HD63453,5,5,0,116.5000617,-56.1935078,56310.516435185185,59619.200873842594,399.55848620157326,1.0,3308.7,validation
HD63988,178,2,176,117.46757421,-40.9145424,56656.48413773148,60779.17630787037,276.3537074897404,1.0,4122.7,train
HD64109,194,23,171,118.09430927,3.84314824,49760.790692766204,60723.31361689815,140.56883006248734,0.9948453608247423,10962.5,train
HD64298,2,2,0,118.1252883,-21.99974885,58893.897019675926,60742.2632349537,262.224071310794,1.0,1848.4,validation
HD64716,60,2,58,118.29951099,-45.2187411,56329.47509259259,60768.21434027778,130.81493277059403,1.0,4438.7,train
HD64831,120,4,116,118.0927958,-59.49311111,56323.46063657408,60767.22249421296,159.96816589012934,1.0,4443.8,train
HD65663,119,3,116,119.06570708,-61.09943055,56675.48333912037,60772.209699074076,252.47048141902962,1.0,4096.7,train
HD65930,91,4,87,119.75304255,-48.37631026,56754.41855324074,60775.195868055554,300.3700665106038,1.0,4020.8,train
HD67888,765,99,666,122.15684364,-37.68122139,56684.48233796296,60967.32568287037,418.1828265384316,1.0,4282.8,train
HD67978,60,2,58,122.1730946,-42.056355,56330.47263888889,60783.175474537034,112.93124744819005,1.0,4452.7,validation
HD67985,62,4,58,122.0911771,-47.1579778,56329.510092592594,60781.16672453703,113.99684077460762,1.0,4451.7,validation
HD68423,234,2,232,122.1026676,-63.80082195,56684.46918402778,60966.34803819445,353.9638276745639,1.0,4281.9,test
HD68468,84,9,75,123.0016408,-14.1689908,54887.94893518519,60738.29300347222,132.99743068062344,1.0,5850.3,train
HD68695,2,2,0,122.9357121,-44.0857631,56330.48684027778,56686.473032407404,378.8329481959972,1.0,356.0,train
HD69026,60,2,58,123.0872071,-55.3528564,56332.461550925924,60782.18842013889,117.11892650457497,1.0,4449.7,train
HD69168,235,3,232,123.44021364,-46.57868517,56688.48167824074,60968.33130787037,375.2578868072116,1.0,4279.8,train
HD69404,291,1,290,123.71350005,-46.48589252,56692.47755787037,60969.33088541667,359.977159580628,1.0,4276.9,train
HD69425,1,1,0,123.8766983,-37.1174931,56695.480387731484,56695.480387731484,435.12303867542204,1.0,0.0,train
HD69651,2,2,0,123.9309429,-48.34422,56695.496412037035,57117.44142361111,304.92968301403715,1.0,421.9,train
HD70064,2,2,0,124.5117417,-45.6421806,56695.51013888889,57117.47568287037,325.0998581712888,1.0,422.0,train
HD70234,59,1,58,124.90854232,-31.82347436,56697.46537615741,60792.14092592592,106.31925699118788,1.0,4094.7,train
HD70340,201,34,167,125.3345142,-1.6020344,49777.059756047456,60695.41530671297,214.32899996430524,0.9900497512437811,10918.4,train
HD70461,59,1,58,125.3059008,-26.3331325,59274.81821759259,60793.13061342593,103.3462983884503,1.0,1518.3,validation
HD71072,328,88,240,126.25164961,-12.76478723,54886.99019675926,60999.185329293985,208.66460573303252,0.9939024390243902,6112.2,train
HD71510,265,4,261,126.38052396,-51.72741538,56697.49288773148,60969.369039351855,419.6781787235418,1.0,4271.9,train
HD71823,60,2,58,126.8673237,-47.7287806,56724.44636574074,60784.187997685185,100.36428927051865,1.0,4059.7,train
HD72014,92,5,87,127.21692027,-42.58747545,49841.79667541667,60799.13045138889,361.16928418071575,0.9565217391304348,10957.3,test
HD72043,89,14,75,127.5852754,-10.6162356,54886.97519675926,60677.13366319444,97.68572131529422,1.0,5790.2,train
HD72063,1,1,0,127.4071567,-34.9306103,59296.87773726852,59296.87773726852,762.5821373370042,1.0,0.0,test
HD72067,292,0,292,127.2815296,-44.16041428,59994.50881944445,60971.35596064815,449.47063575769386,1.0,976.8,train
HD73903,2,2,0,129.7453371,-46.2271003,56333.46591435185,57136.468015046295,461.54444126816327,1.0,803.0,train
HD74867,58,0,58,131.25842734,-41.51618429,60678.133605324074,60797.161770833336,22.71948186768843,1.0,119.0,test
HD75081,292,0,292,131.59899049,-41.12539077,59959.50861689815,60972.30538194445,446.47797128113143,1.0,1012.8,train
HD75485,63,5,58,130.73602189,-77.1177877,56336.50763888889,60767.28361111111,145.87613078574043,1.0,4430.8,train
HD75551,4,4,0,132.1432813,-50.3702917,56340.44648148148,57514.45799768518,408.4218332073556,1.0,1174.0,train
HD75658,59,1,58,132.3531025,-47.4886483,56356.48504629629,60774.2421412037,166.20845520290843,1.0,4417.8,test
HD75661,5,5,0,132.2251213,-54.2729419,56340.463912037034,59619.225630787034,480.2206074349097,1.0,3278.8,train
HD75740,1,1,0,132.72529024,-26.35154266,59296.826516203706,59296.826516203706,888.830627935018,1.0,0.0,train
HD75925,56,0,56,132.866796,-41.857444,60791.18914351852,60802.458703703705,61.082822878315,1.0,11.3,train
HD76534,6,6,0,133.786279167,-43.4666277778,48428.85165249422,56361.44331018518,9.230233301344814,0.16666666666666666,7932.6,train
HD76568,2,2,0,133.7408738,-50.8639911,56340.4790162037,56727.457650462966,419.10885577701384,1.0,387.0,validation
HD76838,118,0,118,134.28147615,-43.256187,59989.49215856481,60801.14047453704,242.57081636664907,1.0,811.6,test
HD76868,196,33,163,134.7472121,3.6561061,55270.89418396991,60732.31637731481,102.87776056601899,1.0,5461.4,train
HD76985,3,3,0,134.1964096,-59.5200025,56361.457025462965,59619.310290831774,452.5411733205995,1.0,3257.9,train
HD77032,61,3,58,134.3142325,-58.5860119,56361.48881944444,60768.27462962963,118.36877571371909,1.0,4406.8,test
HD77147,59,1,58,134.346983,-63.496919,56364.51793981482,60772.27075231481,130.7875066342054,1.0,4407.8,train
HD7720,173,40,133,19.61289022,61.89291479,55117.9422974537,60192.466707175925,113.37840667213138,0.9942196531791907,5074.5,train
HD78328,2,2,0,136.2656529,-58.7676558,56365.475486111114,59619.34276620371,482.6063265598224,1.0,3253.9,train
HD78482,1,1,0,136.9244196,-29.0033256,59263.92863425926,59263.92863425926,311.2713048710788,1.0,0.0,train
HD79066,1566,46,1520,137.9818113,5.4686286,54846.12082175926,60774.235034722224,88.897462213066,0.9993614303959132,5928.1,train
HD79206,120,2,118,137.67506621,-53.04581418,56366.45637731482,60775.256927083334,193.4886648848253,1.0,4408.8,train
HD79621,235,1,234,138.39355606,-47.33840548,57856.425104166665,60724.381527777776,455.21421268053706,1.0,2868.0,train
HD79778,59,1,58,138.4640333,-55.5396544,56366.47956018519,60773.270636574074,115.65568173425508,1.0,4406.8,train
HD80156,58,0,58,139.16546042,-44.43459643,60683.25552662037,60781.22771990741,118.94730046670435,1.0,98.0,validation
HD80284,60,2,58,139.0736725,-59.2341894,56339.547638888886,60779.237366898145,106.60024025026448,1.0,4439.7,test
HD80459,118,2,116,139.2316972,-63.77513634,56367.44650462963,60782.249369212965,231.10500627874362,1.0,4414.8,train
HD81354,1,1,0,140.7281529,-55.7366556,56370.49575231481,56370.49575231481,278.41564854559056,1.0,0.0,validation
HD81357,204,37,167,141.8496363,58.1428373,54903.98005208333,60733.211951261575,120.96524460641305,0.9852941176470589,5829.2,test
HD81753,299,2,297,141.68708959,-28.78769579,54905.96580439815,60729.310445601855,353.89766858049,1.0,5823.3,train
HD83032,91,2,89,143.37771821,-58.38625182,56378.480046296296,60784.24901620371,163.63911815675493,1.0,4405.8,validation
HD83043,59,1,58,143.4798613,-53.6350733,56384.459861111114,60792.20140046296,131.68261048606217,1.0,4407.7,train
HD83060,2,2,0,143.4266417,-57.1633456,56378.49385416666,59619.367360122684,461.1395791847568,1.0,3240.9,test
HD84361,59,1,58,145.6778746,-58.1054936,56384.50693287037,60789.24605902778,142.06013876440298,1.0,4404.7,train
HD84511,60,2,58,145.9805542,-55.0510547,56389.48841435185,60790.24297453704,100.98832527007262,1.0,4400.8,train
HD84523,117,1,116,146.0298425,-53.7452717,58586.44935185185,60793.191041666665,191.90738918395195,1.0,2206.7,test
HD84567,175,1,174,146.34169587,-30.20274801,57899.45743055556,60727.37237268518,369.6638579893874,1.0,2827.9,train
HD84777,1,1,0,146.3974988,-55.7437528,56389.50648148148,56389.50648148148,380.167019654939,1.0,0.0,train
HD85083,59,1,58,146.8917242,-58.1879714,56389.52138888889,60791.24952546296,143.49279102593056,1.0,4401.7,train
HD85495,90,1,89,147.5611863,-58.0458628,57888.495017361114,60797.22218171296,131.762115408807,1.0,2908.7,train
HD85860,88,1,87,148.52139805,-27.99901381,57899.483981481484,60799.190850694446,306.85231542323015,1.0,2899.7,train
HD86119,1,1,0,148.632595,-58.6096767,56393.50269675926,56393.50269675926,251.45396909186184,1.0,0.0,validation
HD86272,1,1,0,148.7522829,-63.5413369,56404.49952546296,56404.49952546296,311.275304893258,1.0,0.0,validation
HD87203,58,0,58,150.4680871,-54.2058569,60684.324982638886,60800.19206018518,128.59400204361913,1.0,115.9,train
HD87366,1,1,0,150.64825,-60.147636,56393.52302083333,56393.52302083333,247.757021477231,1.0,0.0,train
HD87543,177,3,174,150.89215536,-61.88403916,56412.55055555556,60729.367494212966,386.3696475298011,1.0,4316.8,validation
HD87565,1,1,0,150.9615683,-59.8564792,56397.51188657407,56397.51188657407,265.3451485318502,1.0,0.0,train
HD87801,1,1,0,151.3892125,-59.9065736,56397.526724537034,56397.526724537034,403.2405473985295,1.0,0.0,train
HD87818,1,1,0,151.4157167,-60.0104767,56397.54136574074,56397.54136574074,311.5395444026162,1.0,0.0,train
HD88825,174,0,174,153.25478045,-59.91808782,60026.22890625,60734.32508101852,360.21966121755764,1.0,708.1,test
HD89884,263,77,186,155.49750299,-18.03448076,49674.877371417824,60824.06542824074,169.233932991506,0.9885931558935361,11149.2,train
HD90187,59,1,58,155.7826775,-57.9975619,56413.530810185184,60775.31789351852,72.29918870139444,1.0,4361.8,train
HD90436,1,1,0,156.2110317,-59.7923633,56413.55260416667,56413.55260416667,383.5293804538008,1.0,0.0,train
HD90490,88,1,87,156.31744153,-58.87245901,57855.48309606482,60783.297563657405,286.4570410565799,1.0,2927.8,train
HD90551,59,1,58,156.462171,-56.620928,56415.55601851852,60792.26215277778,44.31082150658873,1.0,4376.7,train
HD90563,1,1,0,156.468592,-58.785314,56416.50386574074,56416.50386574074,163.99997344048947,1.0,0.0,test
HD90599,1,1,0,156.5296321,-58.6171883,56421.48410686343,56421.48410686343,314.3223110028684,1.0,0.0,test
HD90834,1,1,0,156.93,-59.28,56424.50934027778,56424.50934027778,371.09458697057363,1.0,0.0,train
HD91120,362,85,277,157.74932259,-13.58847003,54173.94930555556,60738.307708333334,202.93680222927077,0.9972375690607734,6564.4,validation
HD91180,1,1,0,156.992625,-76.2324681,56424.53868055555,56424.53868055555,374.5843687720441,1.0,0.0,train
HD91273,117,1,116,157.52846201,-68.55202544,56429.557604166665,60773.331666666665,159.9030894581598,1.0,4343.8,validation
HD91307,58,0,58,157.74258868,-61.61345252,60695.130202546294,60799.25140046296,169.5615832709592,1.0,104.1,train
HD92027,58,0,58,158.9936154,-61.8638078,60694.313935185186,60800.25247685185,123.16966897389705,1.0,105.9,test
HD92061,29,0,29,159.0954,-58.9511,60695.251996527775,60695.251996527775,68.7435282461104,1.0,0.0,train
HD92066,58,0,58,158.9958667,-64.2427939,60695.191099537034,60784.31558449074,81.03215491845945,1.0,89.1,train
HD92420,58,0,58,159.7471296,-57.7781925,60696.13010416667,60819.13159722222,100.85839336335397,1.0,123.0,train
HD93190,58,0,58,161.0817304,-59.2830053,60696.19107060185,60801.261342592596,107.61718973612138,1.0,105.1,train
HD93383,58,0,58,161.6045258,-33.3249622,60696.32157986111,60824.12584490741,128.77086616724392,1.0,127.8,train
HD93442,58,0,58,161.5250167,-56.7570692,60696.25210648148,60819.192037037035,98.31215189411557,1.0,122.9,train
HD93563,146,1,145,161.73946934,-56.75719167,57846.526087962964,60739.295381944445,431.5527615001604,1.0,2892.8,train
HD93683,116,0,116,161.91199,-60.6178481,60328.29501736111,60824.186273148145,142.9330490532492,1.0,495.9,train
HD93843,160,44,116,162.157406,-60.223742,50207.032209265046,60825.06501157407,175.14195850951089,0.73125,10618.0,train
HD94963,89,2,87,164.149108,-61.708964,56802.48372106482,60790.30333333334,291.0998208965945,1.0,3987.8,train
HD95612,1,1,0,165.3,-55.58,56400.54596643519,56400.54596643519,235.39723941091353,1.0,0.0,train
HD95826,1,1,0,165.6012,-60.5172,56438.5059375,56438.5059375,478.88702068244544,1.0,0.0,train
HD95972,58,0,58,165.790342,-61.76875,60698.13010416667,60791.31009259259,78.72535123103488,1.0,93.2,train
HD9612,186,23,163,24.34259403,74.30095575,52134.1309375,60936.957345393515,182.11223517144066,0.9838709677419355,8802.8,validation
HD96357,1,1,0,166.3678263,-61.8452603,56431.57641203704,56431.57641203704,438.29165521903127,1.0,0.0,validation
HD96685,1,1,0,166.81865,-58.705289,56446.48895254629,56446.48895254629,319.8879540369494,1.0,0.0,train
HD96728,58,0,58,166.91984333,-56.66059377,60698.191030092596,60797.282743055555,149.84142567701844,1.0,99.1,train
HD96864,58,0,58,167.1203783,-56.4852625,60698.25206018519,60825.12529513889,97.47978875494366,1.0,126.9,train
HD97032,2,2,0,167.2136542,-68.3525528,56135.473533327546,56415.574224537035,142.3373790230155,1.0,280.1,train
HD9709,438,24,414,24.01285426,47.11447114,52134.10693287037,60628.90162037037,67.72978432229294,0.9908675799086758,8494.8,train
HD97253,118,2,116,167.675167,-60.384519,57532.46940393518,60825.18565393519,291.77853465708847,1.0,3292.7,validation
HD97535,87,0,87,168.02290787,-71.21746011,60333.147141203706,60774.36415509259,303.32056220984606,1.0,441.2,train
HD97580,58,0,58,168.25370165,-57.03518418,60699.25188657407,60832.04653356481,103.25488508785473,1.0,132.8,train
HD97792,118,0,118,168.5833196,-56.0475628,60078.42612268519,60832.10686921296,195.56835812493378,1.0,753.7,train
HD98001,58,0,58,168.8764458,-56.6616317,60697.334282407406,60832.16728587963,93.54139023261371,1.0,134.8,train
HD98876,1,1,0,170.4766771,-63.4871783,59393.996637731485,59393.996637731485,818.2018794163237,1.0,0.0,train
HD98922,145,0,145,170.63197604,-53.36984751,60017.306105324074,60829.08299768518,231.72405368372995,1.0,811.8,validation
HD99146,29,0,29,170.9707058,-59.3048108,60835.06396412037,60835.06396412037,109.64772068838806,1.0,0.0,train
HD99467,89,0,89,171.50575978,-59.35286485,60078.47319444444,60781.34960069445,219.98868777158637,1.0,702.9,test
HD99771,29,0,29,171.98697299,-62.80514166,60789.32755787037,60789.32755787037,92.94767846878021,1.0,0.0,train
HI CMA,91,4,87,108.1894879,-15.5017889,54935.823217592595,60797.06155092593,170.6919323037077,1.0,5861.2,test
HILT 1042,38,2,36,318.385925,48.3890531,58697.07810763889,58741.01290509259,35.66659009076773,1.0,43.9,train
HIP2382,1,1,0,7.60187321,60.16923559,60613.99804398148,60613.99804398148,438.9237146505987,1.0,0.0,train
HL LIB,408,123,285,217.66860416,-22.46091816,54877.18155671296,60849.11558449074,209.203882870993,0.9975490196078431,5971.9,validation
HP CMA,147,2,145,101.37995476,-30.94898171,54876.90259837963,60940.310960648145,427.9609067839764,1.0,6063.4,test
HRCAR,150,4,146,155.7243364,-59.62454927,48403.80881695602,60772.33177662037,115.90076838474054,0.98,12368.5,train
HV LUP,176,0,176,232.0725738,-45.1349731,59802.45690972222,60853.273640046296,201.42671360981896,1.0,1050.8,train
HZ CMA,150,5,145,102.59728349,-31.70605784,50129.7942680787,60946.351186342596,403.4876404517378,0.9733333333333334,10816.6,train
I HYA,444,70,374,145.32086383,-23.59151484,50136.94113141782,60726.362662037034,418.02553796216716,0.990990990990991,10589.4,test
IOT ARA,152,7,145,260.81698814,-47.46819647,49441.890559837964,60920.18400462963,479.81787401236204,0.993421052631579,11478.3,train
IOT LYR,1062,508,554,286.8255366,36.10015704,54635.045,60990.80859375,351.93734293533157,0.995291902071563,6355.8,train
IP PER,8,8,0,55.1956942,32.5315931,56132.129878472224,59643.8915162037,387.65129132338836,1.0,3511.8,train
IU AUR,98,17,81,81.96833559,34.7828472,54881.81046875,59933.16911458333,157.24591454022396,0.9489795918367347,5051.4,train
IU VEL,265,1,264,135.092732,-43.17399015,58576.500023148146,60725.36405671296,427.4323285313285,1.0,2148.9,train
IY CMA,178,5,173,97.16351048,-32.37127735,56245.11186921296,61026.63846064815,382.9500808014569,1.0,4781.5,train
J CEN,316,6,310,177.42108582,-63.78847913,55959.5808275463,60790.50637152778,389.66204078036526,1.0,4830.9,train
J VEL,148,3,145,155.228737,-56.043317,56411.50633101852,60734.38885416667,512.0844035965408,1.0,4322.9,test
KAP AQL,299,44,255,294.22270632,-7.0274771,54792.76091435185,60947.045902777776,400.6427243921341,0.9966555183946488,6154.3,train
KAP CMA,183,11,172,102.46024719,-32.50847846,48239.986693697916,60943.32729050926,421.88412355406786,0.994535519125683,12703.3,train
KAP DRA,3896,576,3320,188.370601,69.788238,48191.768325561345,60819.201215277775,259.4336023776558,0.6984086242299795,12627.4,train
KAP LUP,182,5,177,227.98363693,-48.73782479,54561.16365740741,60928.05489583333,447.3724385208276,1.0,6366.9,train
KAP01 APS,177,3,174,232.87842408,-73.38959141,48346.29394435764,60915.146649305556,447.9466025245466,0.9943502824858758,12568.9,validation
KP MUS,58,0,58,172.9611889,-68.05793426,60703.18755787037,60783.35859953704,104.76550099083062,1.0,80.2,train
KS CMA,115,7,108,102.31612126,-12.66792213,54907.850173611114,60782.06633101852,173.08406968049567,1.0,5874.2,test
KT CYG,3,3,0,302.9333,36.5203,58303.00608796296,59106.01060763889,175.14393002547038,1.0,803.0,train
KU CMA,87,5,82,102.61029836,-14.11336509,54909.8509837963,60647.28751736111,89.67712736573951,1.0,5737.4,train
KX AND,315,59,256,346.77588476,50.19235728,52093.08994212963,61005.013542685185,86.83158783057351,0.9904761904761905,8911.9,validation
KY AND,308,40,268,347.31977155,49.65061347,52128.00293981482,60984.78362847222,97.77943598670512,0.9902597402597403,8856.8,train
KZ CMA,108,3,105,103.46736708,-13.18586068,54886.88246527778,60789.06775462963,85.96647271157624,1.0,5902.2,train
L PUP,3158,81,3077,115.951953,-28.954825555556,58160.95821759259,60961.35580960648,434.63971181754073,1.0,2800.4,train
LAM CRU,203,1,202,193.66326073,-59.1467008,57849.57833333333,60741.34528356481,445.6978369253363,1.0,2891.8,validation
LAM CYG,5015,380,4635,311.85224026,36.49071491,49560.95347222222,61006.890861342596,221.41285108511778,0.9712861415752742,11445.9,train
LAM ERI,1057,280,777,77.28659645,-8.75408079,54083.91799768519,61018.860943287036,259.1951471939616,0.9952696310312205,6934.9,validation
LAM PAV,217,15,202,283.05430944,-62.18759233,55444.88890034722,60914.25480902778,437.5219628938007,0.9907834101382489,5469.4,validation
LIN 267,1,1,0,13.706496,-72.406208,59831.36568472222,59831.36568472222,15.324532967166673,1.0,0.0,train
LL CMA,141,4,137,103.64961688,-17.91719171,54912.82561342593,60972.24593171296,106.15158670853715,1.0,6059.4,train
LP CMA,3,3,0,104.94358388,-16.20076153,55988.81742476852,58946.858686342595,584.8749769331994,1.0,2958.0,validation
LQ AND,519,40,479,359.6934979,46.4131794,51573.77032995417,60982.96046875,134.39738939572857,0.6088631984585742,9409.2,train
LQ CMA,177,1,176,104.9356243,-28.39971813,56656.83159722222,60965.26157986111,226.81865286846212,1.0,4308.4,train
LS III +49 11,2,2,0,313.48723555,50.09149573,60888.963350694445,60939.890335648146,655.3520743775905,1.0,50.9,validation
LS III +53 23,1,1,0,328.79397404,53.43795599,60546.07281177023,60546.07281177023,319.8090073766981,1.0,0.0,train
LS MUS,145,0,145,195.77224749,-71.47573013,60011.30602430556,60741.38140046296,307.53190070698395,1.0,730.1,train
LV MUS,89,2,87,202.47736545,-65.50199663,49516.64463986111,60825.24608217592,168.02264992896994,0.9887640449438202,11308.6,train
LX VEL,117,1,116,157.59338488,-57.07739138,57847.56183449074,60793.25141203704,372.00601876542004,1.0,2945.7,train
LY CMA,3,3,0,107.40407741,-16.09633817,55988.880758101855,58863.83407986111,508.93878405997935,1.0,2875.0,train
LZ DEL,205,23,182,304.29073608,15.87267015,49847.54509162037,60937.89910300926,41.32225066441518,0.975609756097561,11090.4,validation
MHA92 4,32,2,30,298.083,29.833,59058.958628472225,59749.3478125,28.20132441982724,1.0,690.4,train
MQ TRA,90,3,87,240.93527795,-60.49846401,56146.47219907407,60943.10340856481,202.74221933948985,1.0,4796.6,train
MU CEN,177,4,173,207.40411929,-42.47373045,56405.97471064815,60851.48217592593,284.5049730682821,1.0,4445.5,train
MU LUP,178,1,177,229.63342899,-47.87527658,57934.53706018518,60929.05674189815,450.70720970232,1.0,2994.5,train
MU PIC,178,5,173,97.99295922,-58.75383659,55517.50740162037,61026.68179398148,383.88958450762664,1.0,5509.2,train
MU02 CRU,149,1,148,193.65369291,-57.16867048,57849.56189236111,60741.26655381944,483.75444844112366,1.0,2891.7,train
MWC1055,3,3,0,332.105838,54.224036,58726.02806134259,59075.977789777775,213.42506389247865,1.0,349.9,train
MWC1080,57,2,55,349.35662708333,60.845401944444,58317.01208912037,58740.05819444444,12.991734703596787,1.0,423.0,train
MWC137,42,0,42,94.689660875,15.281181194444,58077.04669560185,58386.169965277775,14.194666156148234,1.0,309.1,train
MZ AUR,151,5,146,80.13765295,36.6322305,56933.976010538194,60758.887974351856,63.763616275462844,1.0,3824.9,train
NGC7654 778,1,1,0,351.07,61.65,58744.016510416666,58744.016510416666,204.93649160743925,1.0,0.0,train
NGC7654 930,1,1,0,351.204,61.573,58744.08583333333,58744.08583333333,235.33957554269765,1.0,0.0,train
NGC884 2079,1,1,0,35.42883,57.30806,59294.93460648148,59294.93460648148,807.5147204937759,1.0,0.0,train
NN CMA,137,0,137,110.68048229,-26.01134342,56957.15121364005,60772.148726851854,255.39551275203496,1.0,3815.0,train
NO CMA,3995,0,3995,110.75290748,-31.92378027,55228.95265046296,61026.7680787037,468.46608716896617,1.0,5797.8,train
NR VEL,90,3,87,126.9603479,-50.1000206,56724.437256944446,60789.18565393519,218.86176826156276,1.0,4064.7,train
NS VEL,148,2,146,127.77470744,-39.06096283,56738.49782986111,60815.463778935184,156.48413904733815,1.0,4077.0,validation
NT PEG,361,29,332,320.89744081,14.050178,52090.091412037036,60923.24925925926,88.15191291641355,0.9944598337950139,8833.2,train
NU CYG,272,90,182,314.29341278,41.16713864,49921.98368055555,60904.89701388889,235.3735481086386,1.0,10982.9,train
NU GEM,830,113,717,97.24077556,20.2121349,53707.9755947338,60998.02619434028,170.85717199037117,0.7542168674698795,7290.1,train
NV PUP,148,3,145,109.57663895,-36.73395359,56214.170439814814,60954.363210648145,452.761782745886,1.0,4740.2,train
NW PUP,148,3,145,109.65910575,-36.74273646,58521.45478587963,60955.32991898148,442.48465090169896,1.0,2433.9,test
NW SER,450,43,407,275.36834287,5.43572007,51384.94272414995,60931.09116319445,178.17807114539949,0.8377777777777777,9546.1,train
OGLE LMC ECL 33312,1,1,0,81.59888,-67.48528,59813.39829102778,59813.39829102778,34.44827726514276,1.0,0.0,train
OME CAR,177,3,174,153.43423914,-70.03790453,56805.46635416667,60734.36476851852,521.908758828693,1.0,3928.9,test
OME CMA,456,12,444,108.70272445,-26.77266936,54083.12900462963,60954.34244965278,412.22933188774897,1.0,6871.2,train
OME ORI,3338,94,3244,84.7964429,4.1214669,50140.864583333336,60922.375005787035,208.6382032545281,0.2237866986219293,10781.5,train
OMI AND,4427,463,3964,345.480268,42.325979,48818.010416666664,60994.214346064815,201.07098968332488,0.9631804833973345,12176.2,test
OMI AQR,360,91,269,330.82851679,-2.15536298,48080.5180178588,60919.319340277776,286.9742642185694,0.975,12838.8,validation
OMI CAS,643,91,552,11.1813238,48.2843642,49235.07413194444,61023.74673611111,214.13650295230093,0.9922239502332815,11788.7,train
OMI HER,827,114,713,271.8856279,28.7624886,51720.07490912037,60942.185202546294,322.2776795612692,0.6070133010882709,9222.1,train
OMI PUP,371,98,273,117.0215346,-25.9371686,48351.811409027774,60966.30768518519,433.7658217295282,0.9973045822102425,12614.5,train
OR VEL,2,2,0,132.08689865,-46.91053767,56724.46670138889,57136.49234375,502.28597851785,1.0,412.0,train
OT GEM,2161,330,1831,111.11520039,15.51719613,50140.91527777778,61020.94104745371,181.39861781188606,0.994447015270708,10880.0,train
